アンケート情報,,,,,,,,Q1,Q2,Q3,Q4,,Q5,,,,,,,,,,,,,,,,,,Q6,Q7,Q8,,Q9,,Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11,Q12,,,,,,,,,,,,,,,,,,,,,,Q13,,,,,,,,,,,,,,,,,,Q14,Q15,Q16,,Q17,,,,,,,,,,Q18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q19,Q20
id,QRコード読取日時,アンケート回答日時,言語,会員ID,県,エリア,業種,生まれ年,性別,国籍,世帯年収(金額),世帯年収(通貨),訪日目的ALL,観光・レジャー,家族・知人訪問,ハネムーン,学校関係の旅行,スポーツ・スポーツ観戦,イベント,留学,治療・検診,インセンティブツアー,ビジネス（展示会・見本市）,ビジネス（国際会議）,ビジネス（企業ミーティング）,ビジネス（研修）,ビジネス（その他ビジネス）,トランジット,日本国内在住,その他,同伴者,滞在日数,"旅の総予算(金額)","旅の総予算(通貨)","宿泊予算(金額)","宿泊予算(通貨)",旅行情報元ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,訪日回数,訪問目的(県)ALL,日本食を食べること,日本の酒を飲むこと（日本酒・焼酎等）,旅館に宿泊,温泉入浴,自然・景勝地観光,繁華街の街歩き,ショッピング,美術館・博物館・動植物園・水族館,テーマパーク,スキー・スノーボード,その他スポーツ（ゴルフ等）,舞台・音楽鑑賞,スポーツ観戦（相撲・サッカー等）,自然体験ツアー・農山漁村体験,四季の体感（花見・紅葉・雪等）,映画・アニメ縁の地を訪問,日本の歴史・伝統文化体験,日本の日常生活体験,日本のポップカルチャーを楽しむ,治療・検診,上記には当てはまるものがない,訪問目的(施設)ALL,行きたい観光スポットがあったから,景観・自然・気候を楽しみたいから,行きたいお店・ここでしか購入できないものがあるから,泊まりたいホテル・旅館があるから,温泉を楽しみたいから,地域の食事や特産品を味わいたい（or買いたい）から,ドライブ・ツーリングを楽しみたいから,写真を撮影したいから,日常を離れ、バカンスを楽しみたいから,費用が手頃だから,以前に訪問し気に入ったから,友人・知人に勧められたから,テレビ・雑誌・インターネットで紹介されていたから,同行者が訪問したがったから,ツアーに組み込まれていたから,出張など用事があったため,その他,満足度(施設),満足度の理由(施設),一人当たりの消費額(施設)(金額),一人当たりの消費額(施設)(通貨),交通手段(施設)ALL,レンタカー,借上バス,路線バス,タクシー,ハイヤー,自転車,鉄道,徒歩,その他,認知経路(施設)ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,家族・知人への推奨度(施設),推奨度の理由(旅行)
917,"2024-12-08 13:20:21","2024-12-08 13:26:47",英語,1001,石川県,金沢,体験・観光施設,1985,女,その他,39500,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,16,4000,ドル/アメリカ　$(USD),600,ドル/アメリカ　$(USD),"Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
その他インターネットサイト（検索サイトを除く）
",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
繁華街の街歩き
日本の歴史・伝統文化体験
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,20,ドル/アメリカ　$(USD),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
920,"2024-12-08 13:49:54","2024-12-08 13:56:10",英語,1003,石川県,金沢,体験・観光施設,1984,女,イタリア,25000,ユーロ/欧州連合　&euro;(XEU),"インセンティブツアー
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,自分ひとり,10,3000,ユーロ/欧州連合　&euro;(XEU),700,ユーロ/欧州連合　&euro;(XEU),"特になし
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"自然・景勝地観光
繁華街の街歩き
日本の歴史・伝統文化体験
日本の日常生活体験
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,No,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
921,"2024-12-08 13:53:22","2024-12-08 13:58:48",英語,1004,石川県,金沢,体験・観光施設,1980,男,その他,1200000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,14,2500,ユーロ/欧州連合　&euro;(XEU),60,ユーロ/欧州連合　&euro;(XEU),"旅行会社ホームページ
宿泊施設ホームページ
航空会社ホームページ
Instagram
",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
テーマパーク
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
日本の日常生活体験
日本のポップカルチャーを楽しむ
",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,60,ユーロ/欧州連合　&euro;(XEU),"徒歩
",0,0,0,0,0,0,0,1,0,"特になし
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,
922,"2024-12-08 14:03:56","2024-12-08 14:07:10",英語,1005,石川県,金沢,体験・観光施設,1991,男,"米国 ",0,ドル/アメリカ　$(USD),"観光・レジャー
ビジネス（企業ミーティング）
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,配偶者・パートナー,14,7000,ドル/アメリカ　$(USD),2500,ドル/アメリカ　$(USD),"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,,10,ドル/アメリカ　$(USD),"タクシー
",0,0,0,1,0,0,0,0,0,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
919,"2024-12-08 14:05:16","2024-12-08 14:07:49",英語,1002,石川県,金沢,体験・観光施設,1979,女,その他,60000,ドル/シンガポール　S$(SGD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,24,5000,ドル/シンガポール　S$(SGD),1000,ドル/シンガポール　S$(SGD),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
宿泊施設ホームページ
地方観光協会ホームページ
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
YouTube
",1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,"Beautiful garden",700,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
口コミサイト（Tripadvisor等）
YouTube
",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Stay few more days to explore Kanazawa"
924,"2024-12-08 14:18:14","2024-12-08 14:23:06",英語,1007,石川県,金沢,体験・観光施設,1984,男,"米国 ",250000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,14,7500,ドル/アメリカ　$(USD),5000,ドル/アメリカ　$(USD),"旅行会社ホームページ
Instagram
",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
費用が手頃だから
ツアーに組み込まれていたから
",1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,大変満足,,20,ドル/アメリカ　$(USD),"ハイヤー
",0,0,0,0,1,0,0,0,0,"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
923,"2024-12-08 14:18:08","2024-12-08 14:23:17",英語,1006,石川県,金沢,体験・観光施設,1979,女,"米国 ",250000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,14,7500,ドル/アメリカ　$(USD),5000,ドル/アメリカ　$(USD),"旅行会社ホームページ
宿泊施設ホームページ
航空会社ホームページ
地方観光協会ホームページ
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"自然・景勝地観光
繁華街の街歩き
ショッピング
",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"写真を撮影したいから
ツアーに組み込まれていたから
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,大変満足,,20,ドル/アメリカ　$(USD),"徒歩
",0,0,0,0,0,0,0,1,0,"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
927,"2024-12-08 14:31:45","2024-12-08 14:34:45",英語,1010,石川県,金沢,体験・観光施設,1990,男,スペイン,150000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,22,5000,ドル/アメリカ　$(USD),1500,ドル/アメリカ　$(USD),"旅行会社ホームページ
宿泊施設ホームページ
航空会社ホームページ
Instagram
",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
旅館に宿泊
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
映画・アニメ縁の地を訪問
日本の日常生活体験
",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
費用が手頃だから
",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,大変満足,No,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
旅行専門誌
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,
928,"2024-12-08 14:33:00","2024-12-08 14:35:35",英語,1011,石川県,金沢,体験・観光施設,1991,女,スペイン,50000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,25,2000,ユーロ/欧州連合　&euro;(XEU),50,ユーロ/欧州連合　&euro;(XEU),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
YouTube
",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,大変満足,,2,ユーロ/欧州連合　&euro;(XEU),"徒歩
",0,0,0,0,0,0,0,1,0,"日本政府観光局(JNTO)ホームページ
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
926,"2024-12-08 14:31:10","2024-12-08 14:55:17",英語,1009,石川県,金沢,体験・観光施設,1997,男,その他,45000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,23,4000,ユーロ/欧州連合　&euro;(XEU),45,ユーロ/欧州連合　&euro;(XEU),"旅行会社ホームページ
YouTube
",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本の歴史・伝統文化体験
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,Heater,500,ユーロ/欧州連合　&euro;(XEU),"徒歩
",0,0,0,0,0,0,0,1,0,"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"  "
925,"2024-12-08 14:29:48","2024-12-08 14:58:54",英語,1008,石川県,金沢,体験・観光施設,1985,男,フィリピン,3500,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,8,1500,ドル/アメリカ　$(USD),1000,ドル/アメリカ　$(USD),"地方観光協会ホームページ
Instagram
Facebook
YouTube
個人のブログ
テレビ番組
",0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,20,ドル/アメリカ　$(USD),"徒歩
",0,0,0,0,0,0,0,1,0,"地方観光協会ホームページ
口コミサイト（Tripadvisor等）
個人のブログ
",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"The scroll about killing someone  "
930,"2024-12-08 14:46:55","2024-12-08 15:05:16",英語,1013,石川県,金沢,体験・観光施設,2002,男,その他,2500,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,30,3500,ドル/アメリカ　$(USD),1000,ドル/アメリカ　$(USD),"日本政府観光局(JNTO)ホームページ
Google Mapなどの地図アプリやサイトでの検索
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
日本のポップカルチャーを楽しむ
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"鉄道
",0,0,0,0,0,0,1,0,0,"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
929,"2024-12-08 14:37:22","2024-12-08 15:05:30",英語,1012,石川県,金沢,体験・観光施設,1985,男,オーストラリア,280000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,14,6000,ドル/オーストラリア　A$(AUD),4000,ドル/オーストラリア　A$(AUD),"日本政府観光局(JNTO)ホームページ
Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
個人のブログ
",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
地域の食事や特産品を味わいたい（or買いたい）から
日常を離れ、バカンスを楽しみたいから
費用が手頃だから
",1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,大変満足,"Absolutely beautiful",50,ドル/オーストラリア　A$(AUD),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
Instagram
個人のブログ
その他インターネットサイト（検索サイトを除く）
",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,
931,"2024-12-08 15:06:29","2024-12-08 15:08:32",英語,1014,石川県,金沢,体験・観光施設,1999,男,オーストラリア,70000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,12,2000,ドル/オーストラリア　A$(AUD),1000,ドル/オーストラリア　A$(AUD),"Instagram
YouTube
個人のブログ
旅行専門誌
",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,"日本食を食べること
温泉入浴
自然・景勝地観光
",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,,1000,円/日本　￥(JPY),"自転車
",0,0,0,0,0,1,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
932,"2024-12-08 15:06:30","2024-12-08 15:09:04",英語,1015,石川県,金沢,体験・観光施設,2000,男,オーストラリア,15000000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,23,500000,円/日本　￥(JPY),200000,円/日本　￥(JPY),"旅行会社ホームページ
航空会社ホームページ
YouTube
",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
旅館に宿泊
温泉入浴
スキー・スノーボード
",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,やや不満,,500,円/日本　￥(JPY),"自転車
",0,0,0,0,0,1,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
933,"2024-12-08 15:11:53","2024-12-08 15:18:20",英語,1016,石川県,金沢,体験・観光施設,2005,男,オーストラリア,100000,ドル/オーストラリア　A$(AUD),"観光・レジャー
スポーツ・スポーツ観戦
イベント
",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,30,10000,ドル/オーストラリア　A$(AUD),5000,ドル/オーストラリア　A$(AUD),"宿泊施設ホームページ
航空会社ホームページ
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"日本食を食べること
旅館に宿泊
温泉入浴
自然・景勝地観光
ショッピング
美術館・博物館・動植物園・水族館
スポーツ観戦（相撲・サッカー等）
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
日本の日常生活体験
日本のポップカルチャーを楽しむ
",1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
その他
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,
937,"2024-12-08 15:31:40","2024-12-08 15:37:05",英語,1020,石川県,金沢,体験・観光施設,2006,女,オーストラリア,300000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,17,10000,ドル/オーストラリア　A$(AUD),5000,ドル/オーストラリア　A$(AUD),"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"繁華街の街歩き
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ツアーに組み込まれていたから
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,満足,"No surveys please ",50,ドル/オーストラリア　A$(AUD),"タクシー
",0,0,0,1,0,0,0,0,0,"日本政府観光局の案内所
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,No
935,"2024-12-08 15:31:30","2024-12-08 15:37:38",英語,1018,石川県,金沢,体験・観光施設,1970,男,オーストラリア,550000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,18,6000,ドル/オーストラリア　A$(AUD),20000,ドル/オーストラリア　A$(AUD),"旅行会社ホームページ
旅行会社パンフレット
旅行ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
ツアーに組み込まれていたから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,大変満足,,1000,円/日本　￥(JPY),"タクシー
",0,0,0,1,0,0,0,0,0,"旅行会社ホームページ
旅行ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,
939,"2024-12-08 15:35:17","2024-12-08 15:39:21",英語,1022,石川県,金沢,体験・観光施設,1970,女,オーストラリア,300000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,18,30000,ドル/オーストラリア　A$(AUD),15000,ドル/オーストラリア　A$(AUD),"旅行会社ホームページ
航空会社ホームページ
口コミサイト（Tripadvisor等）
旅行会社パンフレット
旅行ガイドブック
",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
日本の日常生活体験
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,Nil,10,ドル/オーストラリア　A$(AUD),"タクシー
",0,0,0,1,0,0,0,0,0,"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Nil
936,"2024-12-08 15:31:38","2024-12-08 15:40:44",英語,1019,石川県,金沢,体験・観光施設,2007,男,オーストラリア,500000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,17,10000,ドル/オーストラリア　A$(AUD),5000,ドル/オーストラリア　A$(AUD),"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"ツアーに組み込まれていたから
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,やや満足,No,5,ドル/オーストラリア　A$(AUD),"路線バス
タクシー
",0,0,1,1,0,0,0,0,0,"特になし
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,No
938,"2024-12-08 15:32:43","2024-12-08 15:42:47",英語,1021,石川県,金沢,体験・観光施設,2009,女,オーストラリア,550000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,18,6000,ドル/オーストラリア　A$(AUD),15000,ドル/オーストラリア　A$(AUD),"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"自然・景勝地観光
繁華街の街歩き
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
ツアーに組み込まれていたから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,大変満足,,1000,円/日本　￥(JPY),"タクシー
",0,0,0,1,0,0,0,0,0,"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
